protein_id,drug_name,drugbank_id
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Pralidoxime,DB00733
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
15595,Donepezil,DB00843
